-1.330251538	-0.452866923	-0.373842308	-0.288002308	-0.202162308	-0.176639231	-0.814122308	-0.88723	-0.949722308	-1.015276154	-1.013777692	-1.016196154	-1.017571538
-1.331706923	-0.450313077	-0.373242308	-0.285999231	-0.202580769	-0.177380769	-0.815940769	-0.886626923	-0.950534615	-1.01423	-1.015593077	-1.014008462	-1.017593077
-1.308025385	-0.424831538	-0.349854615	-0.266202308	-0.179477692	-0.152876154	-0.757751538	-0.868693077	-0.92937	-0.999914615	-0.99751	-1.000005385	-1.001474615
-1.190928462	-0.302148462	-0.228733077	-0.14781	-0.06537	-0.005177692	-0.455639231	-0.714113077	-0.820120769	-0.894856154	-0.895214615	-0.900294615	-0.896871538
-0.973522308	-0.073511538	-0.004482308	0.070366923	0.138597692	0.217885385	-0.053119231	-0.319068462	-0.582948462	-0.708665385	-0.707673077	-0.709268462	-0.705823846
-0.719819231	0.196137692	0.254380769	0.316466923	0.378551538	0.449003846	0.239857692	0.107651538	-0.166200769	-0.447906923	-0.447426923	-0.451748462	-0.448505385
-0.336636154	0.514834615	0.562020769	0.615980769	0.666660769	0.724746923	0.539213077	0.429780769	0.288511538	0.001379231	0.003951538	-0.001083846	0.00451
0.050742308	0.678279231	0.721417692	0.770180769	0.816448462	0.859876154	0.644037692	0.526980769	0.399839231	0.262573077	0.263677692	0.261526923	0.264037692
-0.452482308	0.10759	0.145017692	0.187396154	0.226913077	0.268051538	0.101643846	-0.009862308	-0.131622308	-0.264106923	-0.262722308	-0.26459	-0.263583846
-0.493768462	-0.00137	0.030894615	0.066122308	0.098417692	0.138128462	0.020283846	-0.08533	-0.202077692	-0.329516154	-0.328559231	-0.330171538	-0.328673077
-0.534836154	-0.109456154	-0.083668462	-0.055166923	-0.029102308	0.008254615	-0.060965385	-0.160499231	-0.272625385	-0.39451	-0.39435	-0.395694615	-0.393894615
-0.575199231	-0.218148462	-0.198099231	-0.177163846	-0.156480769	-0.121693077	-0.141537692	-0.236120769	-0.342594615	-0.460146923	-0.459353077	-0.461983846	-0.459073077
-0.616799231	-0.328194615	-0.313766923	-0.298696154	-0.28513	-0.251037692	-0.222759231	-0.310917692	-0.413554615	-0.524913077	-0.524913077	-0.527436154	-0.52423
-0.677686923	-0.458343846	-0.449274615	-0.440062308	-0.43275	-0.406991538	-0.359766923	-0.405780769	-0.502436154	-0.607717692	-0.60747	-0.609057692	-0.60677
-0.778366923	-0.629960769	-0.625771538	-0.621593077	-0.61725	-0.604013077	-0.574926923	-0.575793077	-0.628068462	-0.724091538	-0.723946923	-0.725654615	-0.724116154
-0.917913077	-0.843268462	-0.841919231	-0.840186923	-0.838716154	-0.83383	-0.823728462	-0.821186923	-0.825896154	-0.875851538	-0.875362308	-0.876323846	-0.875296154
-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231	-1.096479231
-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538	-1.404171538
