-0.41394	-0.1172	-0.01258	-0.02962	-0.00676	-0.01182	-0.13992	-0.08848	-0.16542	-0.26366	-0.24874	-0.24976	-0.26374
-0.37318	-0.1176	-0.04232	-0.01704	-0.0113	-0.02676	-0.1266	-0.07366	-0.16788	-0.25434	-0.24852	-0.2419	-0.2489
-0.50378	-0.33304	-0.1849	-0.14944	-0.14284	-0.1571	-0.4528	-0.29706	-0.31742	-0.36714	-0.36974	-0.36834	-0.4027
-0.81476	-0.60914	-0.39232	-0.35264	-0.3477	-0.37	-0.66708	-0.61504	-0.67042	-0.6783	-0.70336	-0.69998	-0.6995
-0.54248	-0.2242	0.044	0.03966	0.05198	0.0476	-0.02418	-0.20912	-0.2707	-0.35338	-0.34406	-0.36758	-0.35612
-0.44954	-0.1841	0.11076	0.12054	0.0869	0.1267	0.14694	-0.0798	-0.15768	-0.22848	-0.24058	-0.24022	-0.2302
-0.14792	0.27386	0.29538	0.3051	0.29286	0.30924	0.42846	0.29058	0.0808	-0.00148	-0.02022	-0.0337	-0.02314
-0.34688	-0.14786	0.06654	0.08866	0.10576	0.05596	-0.2289	0.0049	0.03534	-0.17706	-0.19242	-0.1968	-0.18724
-0.49754	-0.3282	-0.13989	-0.1038	-0.09613	-0.08856	-0.32481	-0.37478	-0.49266	-0.4537	-0.45597	-0.45488	-0.45046
0.81226	0.99264	1.05526	1.05935	1.05906	1.04296	1.10129	1.02607	0.94508	0.86749	0.89756	0.89171	0.8834
